Neighborhood,BldgType,OverallQual,LotArea,BedroomAbvGr,Bathrooms,GarageCars,SalePrice,Price_Per_Sq_Ft
Somerst,1Fam,8,9000,4,2.5,2,303477,33.71966666666667
Other,1Fam,4,25286,3,1.0,2,132250,5.2301668907695955
NridgHt,1Fam,9,8834,4,2.5,3,350000,39.61965134706814
Sawyer,1Fam,5,11782,3,1.0,2,148000,12.561534544219997
CollgCr,1Fam,5,7000,3,1.0,1,136500,19.5
Edwards,1Fam,5,7024,2,1.5,2,157000,22.351936218678816
Other,1Fam,7,13758,3,2.5,2,187500,13.628434365460096
Gilbert,1Fam,6,9636,3,2.5,2,178000,18.47239518472395
Other,1Fam,4,6204,5,1.0,1,118500,19.100580270793035
NAmes,1Fam,5,7150,3,1.0,1,100000,13.986013986013987
Somerst,TwnhsE,9,5119,2,2.0,2,328900,64.2508302402813
NAmes,Duplex,5,8393,4,2.0,2,145000,17.276301679971404
Edwards,1Fam,5,16466,3,1.5,1,135500,8.229078100327948
NAmes,1Fam,8,15865,4,2.0,2,268000,16.89253072801765
NAmes,1Fam,6,12160,2,1.0,2,149500,12.294407894736842
NAmes,1Fam,5,8064,3,1.0,2,122900,15.240575396825397
Sawyer,1Fam,6,11184,3,2.5,2,172500,15.42381974248927
Sawyer,1Fam,6,8414,3,1.0,1,154500,18.36225338721179
Sawyer,1Fam,5,13284,3,1.0,1,165000,12.420957542908763
SawyerW,Duplex,5,7018,4,2.0,2,118858,16.936164149330292
NAmes,1Fam,6,7056,4,1.5,2,140000,19.841269841269842
Other,1Fam,4,8765,2,1.0,1,106500,12.150598973188819
SawyerW,Duplex,5,7018,6,2.0,2,142953,20.369478483898547
NridgHt,1Fam,9,12919,2,2.5,3,611657,47.345537580308076
Sawyer,1Fam,5,6993,3,1.0,1,135000,19.305019305019304
NAmes,1Fam,4,7340,2,1.0,1,110000,14.986376021798366
NAmes,1Fam,5,8712,2,1.0,1,153000,17.56198347107438
Gilbert,1Fam,7,7875,3,2.5,2,180000,22.857142857142858
Gilbert,1Fam,7,14859,3,2.0,3,240000,16.151827175449224
Sawyer,1Fam,5,6173,3,1.0,1,125500,20.3304714077434
NAmes,1Fam,5,9920,3,1.0,1,128000,12.903225806451612
Somerst,1Fam,8,13501,3,2.0,3,255000,18.887489815569218
Other,1Fam,7,11500,3,1.5,1,250000,21.73913043478261
Other,1Fam,5,8885,2,1.0,2,131000,14.743950478334272
Gilbert,1Fam,6,12589,3,2.5,2,174000,13.82159027722615
NAmes,Duplex,5,11600,5,2.0,2,154300,13.301724137931034
CollgCr,1Fam,5,9286,3,1.5,1,143500,15.453370665517983
Other,1Fam,5,6120,3,1.0,1,88000,14.379084967320262
Other,Duplex,5,6270,4,2.0,3,145000,23.125996810207337
Somerst,TwnhsE,6,3000,2,2.5,2,173733,57.911
Edwards,1Fam,4,17140,3,1.0,1,135000,7.8763127187864646
SawyerW,1Fam,7,13125,4,2.5,3,238000,18.133333333333333
NAmes,1Fam,6,11029,3,1.0,2,176500,16.00326412186055
SawyerW,1Fam,6,8462,3,2.5,2,201000,23.75324982273694
Edwards,Duplex,5,8777,4,3.0,0,145900,16.62299191067563
Gilbert,1Fam,6,10237,3,2.0,2,169990,16.605450815668654
SawyerW,TwnhsE,6,8012,2,2.0,2,193000,24.088866699950074
NWAmes,1Fam,6,10240,3,2.0,2,207500,20.263671875
NWAmes,1Fam,5,15611,3,2.0,2,175000,11.210044199602844
NridgHt,1Fam,8,11999,4,2.5,3,285000,23.75197933161097
NWAmes,1Fam,7,9900,4,2.5,2,176000,17.77777777777778
CollgCr,1Fam,8,11838,3,2.0,2,236500,19.9780368305457
Gilbert,1Fam,7,13006,4,2.5,2,222000,17.06904505612794
Other,1Fam,8,8925,3,2.0,3,201000,22.521008403361346
NAmes,1Fam,5,9100,2,1.0,1,117500,12.912087912087912
Somerst,1Fam,9,11670,3,2.0,3,320000,27.420736932305054
CollgCr,1Fam,7,8487,3,2.0,2,190000,22.387180393543066
NAmes,1Fam,7,27650,4,2.0,2,242000,8.752260397830018
Other,1Fam,4,5825,1,1.0,2,79900,13.716738197424892
SawyerW,1Fam,7,10083,2,2.0,2,184900,18.33779629078647
Somerst,1Fam,7,9675,3,2.5,2,253000,26.149870801033593
CollgCr,1Fam,7,8760,3,2.5,3,239799,27.37431506849315
Other,1Fam,7,24090,4,2.0,1,244400,10.145288501452885
Other,Duplex,6,12640,4,2.0,2,150900,11.938291139240507
Gilbert,1Fam,7,8755,3,2.5,2,214000,24.44317532838378
Edwards,Duplex,4,7711,4,2.0,0,150000,19.452729866424587
Other,Duplex,5,25000,4,2.0,2,143000,5.72
Other,1Fam,6,14375,3,1.0,2,137500,9.565217391304348
OldTown,1Fam,5,8820,2,1.0,2,124900,14.160997732426305
NAmes,1Fam,5,8163,3,1.0,1,143000,17.51806933725346
Other,1Fam,8,14536,3,2.0,3,270000,18.574573472757294
CollgCr,1Fam,7,14006,3,2.5,2,192500,13.74410966728545
NWAmes,1Fam,6,9360,3,1.5,2,197500,21.10042735042735
NAmes,1Fam,5,7200,3,1.0,2,129000,17.916666666666668
SawyerW,1Fam,5,7800,3,1.0,1,119900,15.371794871794872
CollgCr,1Fam,5,7200,2,1.0,1,133900,18.59722222222222
Other,1Fam,5,11075,4,2.5,2,172000,15.530474040632054
Edwards,Duplex,6,9400,4,2.0,0,127500,13.563829787234043
Other,Duplex,6,7136,4,2.0,2,145000,20.319506726457398
Sawyer,1Fam,5,7420,3,1.0,2,132000,17.78975741239892
CollgCr,1Fam,7,8450,3,2.0,2,185000,21.893491124260354
Other,1Fam,5,7207,2,1.0,0,116500,16.1648397391425
NWAmes,1Fam,6,12227,4,2.5,2,272000,22.245849349799624
CollgCr,1Fam,9,11923,2,2.0,2,239000,20.04529061477816
Other,1Fam,7,11316,4,2.5,2,214900,18.990809473312126
Gilbert,1Fam,6,10237,3,2.5,2,178900,17.47582299501807
Other,1Fam,5,9600,2,1.5,1,160000,16.666666666666668
NAmes,1Fam,5,7390,3,1.0,1,135000,18.26792963464141
OldTown,1Fam,3,5925,2,1.0,0,37900,6.39662447257384
NAmes,2fmCon,6,10382,2,1.0,1,140000,13.484877672895395
NAmes,1Fam,4,10800,4,1.5,0,135000,12.5
SawyerW,TwnhsE,6,7892,2,2.0,1,99500,12.607704004054739
Somerst,1Fam,7,11639,3,2.0,2,182000,15.637082223558725
Other,1Fam,7,11414,3,1.0,2,167500,14.674960574732784
Other,1Fam,4,5900,2,1.0,0,85500,14.491525423728813
Somerst,TwnhsE,7,4274,1,1.5,2,199900,46.77117454375293
Edwards,1Fam,4,9450,3,1.0,2,110000,11.640211640211641
Sawyer,1Fam,5,8816,3,1.0,2,139000,15.766787658802178
NAmes,1Fam,7,12122,3,1.0,2,178400,14.717043392179509
Other,1Fam,8,12203,4,2.5,3,336000,27.53421289846759
Other,1Fam,7,3182,2,2.0,2,159895,50.24984286612194
CollgCr,1Fam,8,11250,4,2.5,2,255900,22.746666666666666
Other,Duplex,5,10125,4,2.0,2,126000,12.444444444444445
Edwards,2fmCon,5,10880,3,1.0,1,125000,11.488970588235293
OldTown,1Fam,6,5310,2,1.0,1,117000,22.033898305084747
NWAmes,1Fam,6,12046,4,2.5,2,195000,16.18794620620953
Somerst,1Fam,7,8125,3,2.5,2,197000,24.246153846153845
OldTown,1Fam,8,17671,4,1.5,2,168000,9.50710203157716
NAmes,1Fam,6,9760,3,2.5,2,187000,19.15983606557377
CollgCr,1Fam,6,8846,3,2.5,2,173900,19.65860275830884
NridgHt,1Fam,10,12456,3,2.0,3,337500,27.095375722543352
Other,1Fam,4,4712,3,1.5,1,121600,25.806451612903224
NAmes,1Fam,5,10659,3,1.0,1,136500,12.806079369546861
NWAmes,1Fam,6,11717,2,2.0,2,185000,15.789024494324487
Other,1Fam,3,9786,3,1.0,1,91000,9.298998569384835
CollgCr,1Fam,7,6762,2,2.0,2,206000,30.46435965690624
Edwards,1Fam,3,10206,2,1.0,2,82000,8.034489515970998
OldTown,1Fam,5,5400,2,1.0,1,86000,15.925925925925926
Somerst,1Fam,8,11957,3,2.0,3,232000,19.402860249226393
NWAmes,Duplex,5,11500,4,2.0,2,136905,11.904782608695653
Other,TwnhsE,7,3182,1,2.0,2,181000,56.882463859208045
CollgCr,1Fam,5,8385,3,2.0,1,149900,17.87716159809183
NAmes,1Fam,6,12155,3,2.0,2,163500,13.451254627725216
Other,1Fam,7,12118,3,2.0,2,240000,19.805248390823568
Other,1Fam,5,6000,4,2.0,0,102000,17.0
Sawyer,1Fam,5,21286,4,2.0,1,135000,6.342196749036925
Edwards,Duplex,5,9825,4,2.0,0,100000,10.178117048346056
Other,1Fam,6,10592,3,1.5,1,165000,15.577794561933535
OldTown,1Fam,5,7200,2,1.0,1,85000,11.805555555555555
NAmes,1Fam,6,11664,2,1.0,1,119200,10.219478737997257
CollgCr,1Fam,7,11883,3,2.0,2,203000,17.083228141041825
Other,TwnhsE,8,5814,1,1.0,2,187500,32.24974200206398
Gilbert,1Fam,7,10784,3,2.5,2,160000,14.836795252225519
CollgCr,1Fam,7,7406,2,2.0,2,194000,26.194977045638673
OldTown,1Fam,5,9439,2,1.0,1,87000,9.217078080305116
Other,TwnhsE,7,3182,2,2.0,2,191000,60.02514142049026
Other,1Fam,8,15498,2,2.0,2,287000,18.51851851851852
CollgCr,1Fam,5,7700,3,1.0,2,112500,14.61038961038961
NAmes,1Fam,5,9300,3,1.0,2,167500,18.010752688172044
Other,1Fam,8,9520,3,2.0,3,293077,30.785399159663864
NAmes,1Fam,5,9492,3,1.0,1,105000,11.061946902654867
Other,2fmCon,5,7082,5,2.0,0,160000,22.59248799774075
Other,1Fam,7,15863,5,2.5,2,197000,12.418836285696274
Other,1Fam,8,14541,5,2.5,3,310000,21.31902895261674
CollgCr,1Fam,7,8125,3,2.0,3,230000,28.307692307692307
Other,1Fam,5,6305,2,1.0,1,119750,18.992862807295797
Edwards,1Fam,4,11500,3,1.0,1,84000,7.304347826086956
Other,1Fam,9,12898,2,2.0,3,315500,24.46115676849124
Other,TwnhsE,4,1477,1,1.0,1,80000,54.16384563303995
Sawyer,1Fam,5,13125,3,2.0,2,155000,11.80952380952381
NWAmes,1Fam,6,9130,4,1.5,2,173000,18.948521358159912
NridgHt,Twnhs,6,5381,1,2.0,2,196000,36.42445642073964
Edwards,1Fam,3,13680,4,2.0,2,139600,10.2046783625731
Other,1Fam,9,16056,4,3.5,3,556581,34.664985052316894
CollgCr,1Fam,5,9245,3,1.0,2,145000,15.68415359653867
Other,1Fam,5,21750,3,1.0,2,115000,5.287356321839081
Edwards,1Fam,4,11100,2,1.0,1,84900,7.648648648648648
Gilbert,1Fam,7,8993,3,2.0,2,176485,19.624708106304904
CollgCr,1Fam,7,11175,3,2.0,2,200141,17.909709172259507
NAmes,1Fam,6,9500,4,1.5,2,165000,17.36842105263158
Edwards,1Fam,5,8562,4,1.0,1,144500,16.876897921046485
CollgCr,1Fam,8,11367,3,2.5,2,255000,22.433359725521246
NWAmes,1Fam,6,11361,3,2.0,2,180000,15.843675732770002
NridgHt,TwnhsE,7,7052,2,2.0,2,185850,26.35422575155984
Other,1Fam,7,29959,3,2.5,2,248000,8.277979905871357
NridgHt,1Fam,9,11308,3,2.5,3,335000,29.625044216483904
Other,1Fam,6,11275,3,1.5,2,220000,19.51219512195122
Other,TwnhsE,8,4920,2,2.0,2,213500,43.39430894308943
Other,1Fam,3,18000,2,1.0,3,81000,4.5
OldTown,2fmCon,5,13600,5,2.0,2,90000,6.617647058823529
OldTown,1Fam,6,6000,2,1.0,2,110500,18.416666666666668
NAmes,1Fam,5,11000,3,1.5,2,154000,14.0
Other,1Fam,7,14000,3,2.5,2,328000,23.428571428571427
Gilbert,1Fam,6,7837,3,2.5,2,178000,22.712772744672705
NAmes,1Fam,6,9760,4,1.5,2,167900,17.202868852459016
NAmes,1Fam,5,9600,2,1.0,2,135000,14.0625
NAmes,1Fam,5,10152,3,1.0,1,135000,13.297872340425531
NWAmes,1Fam,6,11700,4,1.5,2,154000,13.162393162393162
Edwards,1Fam,5,7585,4,1.0,1,91500,12.063282794990112
Edwards,1Fam,6,7950,3,1.5,2,159500,20.062893081761008
CollgCr,1Fam,7,8556,2,2.0,3,194000,22.67414679756896
Other,1Fam,7,13125,3,1.5,1,219500,16.723809523809525
OldTown,1Fam,5,10800,3,2.0,2,170000,15.74074074074074
CollgCr,TwnhsE,6,4435,1,1.0,2,155900,35.152198421646
CollgCr,1Fam,5,8775,3,1.0,1,126000,14.35897435897436
NWAmes,1Fam,6,11040,3,2.0,2,145000,13.134057971014492
Sawyer,1Fam,5,7500,3,1.5,1,133000,17.733333333333334
CollgCr,1Fam,7,8749,3,2.0,2,192000,21.945365184592525
NAmes,1Fam,6,8800,3,1.0,1,160000,18.181818181818183
Gilbert,1Fam,6,13031,3,2.5,2,187500,14.388765252091167
SawyerW,1Fam,6,9069,2,1.0,2,147000,16.20906384386371
Somerst,1Fam,8,10574,3,2.5,3,252000,23.83204085492718
Somerst,TwnhsE,8,3316,1,1.5,2,197000,59.408926417370324
NAmes,Duplex,3,8544,2,2.0,2,92900,10.87312734082397
Somerst,Twnhs,7,2160,2,2.5,2,160000,74.07407407407408
Other,1Fam,6,8400,4,2.0,2,136500,16.25
NAmes,1Fam,5,9230,1,1.5,2,146000,15.817984832069339
CollgCr,1Fam,6,9317,3,2.0,2,176432,18.93656756466674
Other,1Fam,6,6882,3,1.5,0,127000,18.45393780877652
Other,TwnhsE,8,3696,2,1.5,2,170000,45.995670995671
Other,1Fam,4,6000,3,1.0,1,128000,21.333333333333332
NWAmes,1Fam,7,11880,3,2.0,2,157000,13.215488215488216
Other,1Fam,2,8400,1,1.0,1,60000,7.142857142857143
NAmes,1Fam,5,9758,3,1.0,1,119500,12.246361959417914
NAmes,1Fam,5,7000,2,1.0,1,135000,19.285714285714285
NAmes,1Fam,6,8910,3,1.0,2,159500,17.901234567901234
Other,1Fam,8,12256,3,2.5,2,325000,26.517624020887727
SawyerW,1Fam,7,10357,3,2.0,2,179900,17.369894757169064
Gilbert,1Fam,7,23257,3,2.5,2,274725,11.812572558799502
Gilbert,1Fam,6,8063,3,2.5,2,181000,22.448220265409898
NridgHt,1Fam,8,11362,3,2.0,3,280000,24.643548671008624
Gilbert,1Fam,6,8000,3,2.5,2,188000,23.5
NWAmes,1Fam,7,10480,4,2.5,2,205000,19.561068702290076
NAmes,1Fam,5,7100,2,1.0,1,129900,18.295774647887324
NAmes,1Fam,5,8923,2,1.0,1,134500,15.073405805222459
OldTown,1Fam,5,5400,2,1.0,1,117000,21.666666666666668
NridgHt,1Fam,8,12085,3,2.0,3,318000,26.31361191559785
Gilbert,1Fam,8,7750,3,2.5,2,184100,23.75483870967742
Sawyer,1Fam,5,9764,3,1.0,2,130000,13.31421548545678
Sawyer,1Fam,5,13825,3,1.0,1,140000,10.126582278481013
NAmes,1Fam,5,7560,3,1.0,1,133700,17.685185185185187
Other,1Fam,6,8263,2,1.0,1,118400,14.328936221711244
CollgCr,1Fam,7,10084,3,2.0,3,212900,21.112653708845695
Edwards,1Fam,4,8926,3,1.0,1,112000,12.547613712749271
Edwards,1Fam,5,9405,2,1.0,0,118000,12.546517809675704
Gilbert,1Fam,7,9125,3,2.5,2,163900,17.96164383561644
NAmes,1Fam,4,10434,2,1.0,2,115000,11.02165995783017
Other,TwnhsE,7,3684,2,2.0,3,174000,47.23127035830619
Gilbert,1Fam,7,14572,3,2.0,3,259000,17.773812791655228
Gilbert,1Fam,7,11796,4,2.5,2,215000,18.226517463546966
OldTown,Duplex,5,7200,2,1.0,2,140000,19.444444444444443
Other,1Fam,4,7804,4,2.0,2,135000,17.298821117375706
Other,1Fam,5,10712,3,1.0,0,93500,8.728528752800598
OldTown,1Fam,6,9900,5,2.0,1,117500,11.868686868686869
SawyerW,1Fam,8,9828,3,2.5,2,239500,24.36914936914937
Gilbert,1Fam,6,8773,3,2.5,2,169000,19.263649834720166
Other,1Fam,6,6180,2,1.0,1,102000,16.50485436893204
NAmes,1Fam,6,9600,3,1.0,1,119000,12.395833333333334
Sawyer,1Fam,5,6342,2,1.0,0,94000,14.821822768842637
Other,1Fam,6,9819,2,2.0,2,196000,19.961299521336183
Other,1Fam,5,8731,3,1.0,2,144000,16.492956133318064
NAmes,1Fam,5,7350,2,1.0,2,139000,18.91156462585034
NWAmes,1Fam,5,10304,4,2.5,2,197500,19.167313664596275
CollgCr,1Fam,8,9965,4,3.0,3,424870,42.63622679377822
Sawyer,1Fam,5,9000,3,1.0,0,80000,8.88888888888889
Edwards,2fmCon,4,12180,2,1.0,1,80000,6.568144499178982
Other,1Fam,5,6240,3,1.0,1,149000,23.878205128205128
SawyerW,1Fam,6,11200,3,2.0,2,180000,16.071428571428573
Other,1Fam,7,12000,3,1.5,1,174500,14.541666666666666
OldTown,1Fam,7,5700,2,1.0,1,116900,20.50877192982456
OldTown,1Fam,7,9000,3,1.0,2,143000,15.88888888888889
NAmes,1Fam,6,8280,2,1.0,1,124000,14.97584541062802
Edwards,1Fam,5,17755,3,1.5,2,149900,8.442692199380456
Other,1Fam,6,14115,2,1.0,2,230000,16.294721927027986
Other,1Fam,6,5890,2,1.0,1,120500,20.458404074702887
NAmes,1Fam,7,13700,4,2.0,2,201800,14.72992700729927
Other,1Fam,5,10768,3,2.0,2,218000,20.24517087667162
NAmes,1Fam,5,9350,3,2.0,2,179900,19.240641711229948
NridgHt,Twnhs,7,5001,2,2.0,2,230000,45.99080183963208
Somerst,1Fam,8,11932,3,2.0,3,235128,19.70566543747905
NWAmes,1Fam,6,9120,4,2.5,2,185000,20.285087719298247
Other,1Fam,6,14778,3,1.0,2,224000,15.157666802002977
Sawyer,1Fam,5,8724,3,1.0,2,129000,14.786795048143054
Other,1Fam,5,16157,2,1.5,2,194000,12.007179550659156
NridgHt,1Fam,7,9541,3,2.0,2,233170,24.438738077769624
CollgCr,1Fam,8,10475,3,2.0,3,245350,23.422434367541765
Gilbert,1Fam,6,10852,3,2.5,2,173000,15.941761887209731
Edwards,1Fam,6,13728,4,2.0,2,235000,17.11829836829837
Other,1Fam,10,35760,4,3.5,3,625000,17.477628635346758
Other,1Fam,6,9880,3,1.0,1,171000,17.307692307692307
NAmes,1Fam,6,9120,3,1.0,2,163000,17.87280701754386
Somerst,TwnhsE,7,4017,2,2.5,2,171900,42.79312920089619
Other,1Fam,5,18030,3,3.0,0,200500,11.120354963948975
Other,1Fam,6,16560,4,2.5,2,239000,14.432367149758454
Other,1Fam,8,10678,4,2.5,2,285000,26.690391459074732
Other,1Fam,5,6951,3,1.0,1,119500,17.191770968206015
Other,1Fam,5,7681,3,1.5,1,154900,20.16664496810311
Edwards,1Fam,5,8335,3,1.0,0,93000,11.157768446310738
Other,1Fam,7,11170,4,2.5,2,250000,22.381378692927484
OldTown,1Fam,5,10800,2,1.0,2,120000,11.11111111111111
Other,1Fam,5,35133,3,1.5,3,186700,5.314092164062278
Edwards,1Fam,5,9738,4,1.0,1,104900,10.772232491271309
OldTown,2fmCon,3,10615,3,2.0,2,95000,8.949599623174752
Other,1Fam,8,12461,2,2.0,3,262000,21.02559987159939
CollgCr,1Fam,7,8935,3,2.5,2,195000,21.824286513710128
Gilbert,1Fam,7,7500,3,2.5,2,189000,25.2
Other,2fmCon,4,32463,3,1.0,4,168000,5.175122447093615
Somerst,Twnhs,8,2645,2,2.5,2,174000,65.78449905482042
OldTown,1Fam,5,9600,3,1.0,1,125000,13.020833333333334
Other,TwnhsE,6,4500,2,2.0,2,165000,36.666666666666664
Sawyer,1Fam,6,9364,4,1.5,1,158000,16.87313114053823
Gilbert,1Fam,6,8029,3,2.5,2,176000,21.920538049570307
Gilbert,1Fam,7,14054,4,2.5,3,219210,15.597694606517717
OldTown,1Fam,7,8850,3,1.0,1,144000,16.271186440677965
CollgCr,1Fam,7,9100,3,2.0,2,178000,19.560439560439562
Sawyer,1Fam,4,11235,3,1.5,2,148000,13.17311971517579
NAmes,1Fam,4,9353,3,1.0,1,116050,12.40778359884529
CollgCr,1Fam,7,10400,3,2.5,2,197900,19.028846153846153
Other,1Fam,5,6000,3,1.0,1,117000,19.5
CollgCr,1Fam,7,9750,3,2.0,2,213000,21.846153846153847
NWAmes,1Fam,5,10140,3,1.5,2,153500,15.138067061143984
SawyerW,1Fam,7,14684,3,2.0,3,271900,18.516752928357395
SawyerW,1Fam,4,8900,2,1.0,1,107000,12.02247191011236
CollgCr,1Fam,6,9135,3,2.0,2,200000,21.893814997263274
NAmes,1Fam,5,7763,3,1.0,2,140000,18.034265103697024
Somerst,1Fam,8,10182,3,2.0,2,290000,28.481634256531134
SawyerW,1Fam,6,11218,3,2.5,2,189000,16.847922980923517
Gilbert,1Fam,8,12134,4,2.0,2,164000,13.515740893357508
Edwards,1Fam,4,9340,2,1.0,1,113000,12.098501070663811
NAmes,1Fam,5,10205,3,1.0,1,134500,13.179813816756491
Sawyer,1Fam,5,7094,3,1.0,1,125000,17.62052438680575
Sawyer,Duplex,6,8930,4,2.0,2,112000,12.541993281075028
Somerst,1Fam,8,8640,3,2.0,2,229456,26.557407407407407
Other,1Fam,4,6240,2,1.0,0,80500,12.900641025641026
NAmes,1Fam,5,7800,2,1.0,1,115000,14.743589743589743
Sawyer,1Fam,5,8250,3,1.0,1,134000,16.242424242424242
NAmes,1Fam,6,10496,3,2.0,1,143000,13.62423780487805
NAmes,1Fam,5,10680,4,2.0,2,137900,12.911985018726591
Gilbert,1Fam,7,15384,3,2.5,2,184000,11.960478419136766
NAmes,1Fam,6,10482,3,1.0,1,145000,13.833237931692425
Somerst,1Fam,6,14598,4,2.5,3,214000,14.659542403068913
NAmes,1Fam,5,8872,2,1.0,2,147000,16.568981064021642
NridgHt,TwnhsE,9,8769,1,1.5,3,367294,41.88550575892348
NAmes,1Fam,5,7910,4,2.0,1,127000,16.055625790139064
Sawyer,Duplex,5,18890,4,3.0,2,190000,10.058231868713605
NAmes,Duplex,5,7728,3,1.0,2,132500,17.14544513457557
NAmes,Duplex,4,9842,2,2.0,2,101800,10.343426132899816
NAmes,1Fam,5,12160,3,1.0,2,142000,11.677631578947368
Other,1Fam,5,8525,4,1.5,0,130000,15.249266862170089
Other,1Fam,5,13132,4,1.5,1,138887,10.576226012793176
CollgCr,1Fam,7,12393,4,2.5,2,195000,15.734688937303316
SawyerW,1Fam,6,13072,3,1.5,2,142500,10.901162790697674
Other,1Fam,8,9037,2,2.0,2,265900,29.42348124377559
CollgCr,1Fam,7,8158,3,2.5,2,224900,27.568031380240257
Somerst,1Fam,7,9849,3,2.0,3,248328,25.213524215656413
NWAmes,1Fam,7,10625,3,2.0,2,170000,16.0
NridgHt,1Fam,10,13891,2,2.5,3,465000,33.47491181340436
Other,1Fam,8,11435,3,1.0,2,230000,20.113686051595977
NWAmes,1Fam,6,12090,3,3.5,2,178000,14.722911497105045
Somerst,1Fam,7,8125,3,2.5,2,186500,22.953846153846154
Other,1Fam,6,12328,3,1.0,3,169900,13.78163530175211
OldTown,1Fam,6,9600,3,1.5,2,129500,13.489583333333334
NAmes,1Fam,5,7200,3,1.0,1,119000,16.52777777777778
NridgHt,TwnhsE,7,3136,2,2.0,2,171750,54.767219387755105
Other,1Fam,5,9858,3,1.0,1,130000,13.187259078920674
Other,1Fam,7,17542,3,2.5,2,294000,16.75977653631285
Other,1Fam,6,6240,3,1.0,1,127500,20.432692307692307
Other,1Fam,8,14303,2,2.0,2,301500,21.07949381248689
Edwards,1Fam,5,4060,2,1.0,0,99900,24.60591133004926
Gilbert,1Fam,7,9587,2,2.0,2,190000,19.818504224470637
NAmes,1Fam,6,9750,3,1.5,2,151000,15.487179487179487
NAmes,1Fam,5,9600,2,1.0,1,128900,13.427083333333334
Other,1Fam,4,11250,5,1.0,1,161500,14.355555555555556
Other,1Fam,6,13515,3,1.0,2,180500,13.355530891601925
OldTown,2fmCon,7,10120,4,1.5,1,122000,12.055335968379447
Other,1Fam,9,13214,3,2.0,3,378500,28.643862570001513
Other,1Fam,8,14100,4,3.5,3,381000,27.02127659574468
NAmes,1Fam,5,11344,3,1.5,1,144000,12.693935119887165
NWAmes,1Fam,6,9156,3,2.0,2,185750,20.287243337702055
Sawyer,1Fam,5,13526,3,1.0,1,137000,10.128641135590714
Edwards,1Fam,6,11512,2,1.0,1,177000,15.375260597637249
Other,1Fam,5,5362,3,2.0,2,139000,25.923162998881015
NAmes,Duplex,5,11345,4,2.0,2,137000,12.075804319083296
NWAmes,1Fam,6,12936,3,1.5,2,162000,12.523191094619666
NWAmes,1Fam,6,17871,3,1.5,2,197900,11.073806725980639
CollgCr,1Fam,8,9473,3,2.5,2,237000,25.01847355642352
Other,1Fam,4,7500,2,1.0,2,68400,9.12
CollgCr,1Fam,7,9808,3,2.0,2,227000,23.144371941272432
Other,1Fam,7,8049,2,2.0,2,180000,22.363026462914647
CollgCr,1Fam,5,8800,3,2.0,2,150500,17.102272727272727
Other,Duplex,6,9400,4,3.0,0,139000,14.787234042553191
Other,1Fam,6,9638,4,2.0,1,169000,17.534758248599296
Other,1Fam,6,6000,4,1.0,1,132500,22.083333333333332
NWAmes,1Fam,6,9790,3,1.5,2,143000,14.606741573033707
Other,1Fam,5,36500,4,2.0,2,190000,5.205479452054795
Other,TwnhsE,8,5664,2,2.0,2,278000,49.0819209039548
NridgHt,1Fam,8,11065,3,2.5,3,281000,25.395390872119297
NAmes,1Fam,5,14112,3,1.0,2,180500,12.790532879818594
OldTown,1Fam,5,6600,4,2.0,1,107500,16.28787878787879
NWAmes,1Fam,7,10140,4,2.5,2,162900,16.06508875739645
Edwards,1Fam,5,8172,2,1.0,2,115000,14.072442486539403
NAmes,1Fam,5,8400,3,1.5,1,138500,16.488095238095237
NAmes,1Fam,5,8700,3,2.0,2,155000,17.816091954022987
Edwards,1Fam,10,63887,3,2.5,2,160000,2.5044218698639784
NAmes,1Fam,5,7500,3,1.5,1,154000,20.533333333333335
Gilbert,1Fam,7,10762,3,2.5,2,225000,20.90689462925107
Other,1Fam,6,7500,3,1.0,1,177500,23.666666666666668
Other,1Fam,8,10120,4,2.5,3,290000,28.656126482213438
Somerst,1Fam,7,8688,3,2.0,3,232000,26.703499079189687
NridgHt,1Fam,9,13173,2,2.0,2,325000,24.671676914901692
NridgHt,TwnhsE,7,6955,2,2.0,2,202500,29.115744069015097
CollgCr,1Fam,5,8072,3,1.0,2,138000,17.09613478691774
OldTown,1Fam,5,12000,2,1.0,2,147000,12.25
SawyerW,1Fam,6,7153,3,2.0,2,179200,25.05242555571089
Other,1Fam,7,17500,3,2.0,2,335000,19.142857142857142
CollgCr,1Fam,7,8814,3,2.0,2,203000,23.031540730655774
Other,1Fam,8,9572,4,2.5,2,302000,31.550355202674467
Other,1Fam,9,14774,4,2.5,3,333168,22.55096791661026
Edwards,1Fam,4,8190,3,1.0,1,119000,14.52991452991453
NAmes,1Fam,6,11075,4,2.5,2,206900,18.681715575620768
CollgCr,1Fam,8,10226,3,2.0,3,295493,28.89624486602777
Somerst,TwnhsE,7,4230,2,2.0,2,208900,49.385342789598106
CollgCr,1Fam,8,14781,3,2.0,3,275000,18.604965834517287
Edwards,1Fam,4,10215,3,1.0,1,111000,10.866372980910425
NAmes,1Fam,6,8400,3,1.5,2,156500,18.63095238095238
Other,1Fam,3,6627,2,1.0,1,72500,10.94009355666214
Other,1Fam,7,10186,3,2.5,2,190000,18.653053210288633
Other,1Fam,4,5330,2,1.0,0,82500,15.47842401500938
Somerst,1Fam,8,9986,2,2.0,3,147000,14.720608852393351
Other,1Fam,4,3636,2,1.0,0,55000,15.126512651265127
Edwards,1Fam,3,4270,3,1.0,0,79000,18.501170960187352
Other,1Fam,5,6600,3,1.0,1,130500,19.772727272727273
